DBMS_urnform,DBMS_common_name,upstream_repo_id,local_repo_id,repo_id_change_class,repo_link,repo_created_at,upstream_License_info,local_License_info,upstream_open_source_license,local_open_source_license,first_later_upstream_matching_month,provenance_class,provenance_evidence,in_frozen_301_candidates,in_frozen_294_seeds,source_evidence_present,scientific_role,human_review_required
origodb,OrigoDB,8799170,8799170,UNCHANGED,DevrexLabs/OrigoDB,2013-03-15T12:59:31Z,MIT,MIT,Y,Y,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,NO,NO,NO,NON_SEED_METADATA,YES
orioledb,OrioleDB,432844875,432844875,UNCHANGED,orioledb/orioledb,2021-11-28T22:57:49Z,PostgreSQL License,PostgreSQL License,Y,Y,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,YES,YES,YES,SEED,YES
oxia,Oxia,454981666,454981666,UNCHANGED,streamnative/oxia,2022-02-03T00:28:48Z,Apache v2,Apache v2,Y,Y,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,YES,YES,YES,SEED,YES
pail,Pail,580788054,580788054,UNCHANGED,web3-storage/pail,2022-12-21T13:00:12Z,"Apache v2,MIT","Apache v2,MIT",Y,Y,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,NO,NO,NO,NON_SEED_METADATA,YES
paldb,PalDB,38254684,38254684,UNCHANGED,linkedin/PalDB,2015-06-29T15:20:29Z,Apache v2,Apache v2,Y,Y,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,NO,NO,NO,NON_SEED_METADATA,YES
paper,Paper,37285717,37285717,UNCHANGED,pilgr/Paper,2015-06-11T20:55:15Z,Apache v2,Apache v2,Y,Y,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,YES,YES,YES,SEED,YES
paradedb,ParadeDB,660776503,660776503,UNCHANGED,paradedb/paradedb,2023-06-30T20:21:47Z,AGPL v3,AGPL v3,Y,Y,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,YES,YES,YES,SEED,YES
pearldb,PearlDB,30828379,30828379,UNCHANGED,willemt/pearldb,2015-02-15T13:37:44Z,BSD,BSD,Y,Y,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,NO,NO,NO,NON_SEED_METADATA,YES
pebble,Pebble,278684767,278684767,UNCHANGED,petermattis/pebble,2020-07-10T16:41:24Z,BSD,BSD,Y,Y,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,NO,NO,NO,NON_SEED_METADATA,YES
percona-server,Percona Server for MySQL,30753733,30753733,UNCHANGED,percona/percona-server,2015-02-13T11:32:01Z,GPL version 2,GPL version 2,Y,Y,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,YES,YES,YES,SEED,YES
percona-server-for-mongodb,Percona Server for MongoDB,39519916,39519916,UNCHANGED,percona/percona-server-mongodb,2015-07-22T17:25:26Z,GPL Version 2,GPL Version 2,Y,Y,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,YES,YES,YES,SEED,YES
perst,Perst,124423054,124423054,UNCHANGED,The-Alchemist/perst,2018-03-08T17:07:31Z,"GPL v3,Proprietary#dbdbio>|<dbengines#commercial license available","GPL v3,Proprietary#dbdbio>|<dbengines#commercial license available",Y,Y,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,NO,NO,NO,NON_SEED_METADATA,YES
phoenix,Apache Phoenix,20473418,20473418,UNCHANGED,apache/phoenix,2014-06-04T07:00:08Z,Apache v2.0,Apache v2.0,Y,Y,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,YES,YES,YES,SEED,YES
photondb,PhotonDB,502268740,502268740,UNCHANGED,photondb/photondb,2022-06-11T06:24:35Z,Apache v2,Apache v2,Y,Y,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,NO,NO,NO,NON_SEED_METADATA,YES
pickledb,pickleDB,2662146,2662146,UNCHANGED,patx/pickledb,2011-10-28T00:04:40Z,BSD,BSD,Y,Y,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,YES,YES,YES,SEED,YES
picodb,PicoDB,58524063,58524063,UNCHANGED,jclo/picodb,2016-05-11T07:40:46Z,MIT,MIT,Y,Y,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,NO,NO,NO,NON_SEED_METADATA,YES
picosql,picoSQL,,-,BLANK_TO_PLACEHOLDER,-,-,GPL v2,GPL v2,Y,Y,NOT_APPLICABLE,REPRESENTATION_ONLY,Blank-to-'-' conversion is not an admitted numeric identity; exact conversion event is not recorded.,NO,NO,NO,NON_SEED_METADATA,YES
pika,Pika,26127968,26127968,UNCHANGED,Qihoo360/pika,,MIT,MIT,Y,Y,202411,NO_DIFFERENCE,No compared common-field difference.,NO,NO,NO,NON_SEED_METADATA,NO
piladb,piladb,42143916,42143916,UNCHANGED,fern4lvarez/piladb,2015-09-08T23:12:22Z,MIT,MIT,Y,Y,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,NO,NO,NO,NON_SEED_METADATA,YES
pilosa,Pilosa,40127179,40127179,UNCHANGED,pilosa/pilosa,2015-08-03T13:48:08Z,Apache v2,Apache v2,Y,Y,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,NO,NO,NO,NON_SEED_METADATA,YES
pincaster,Pincaster,652189,652189,UNCHANGED,jedisct1/Pincaster,2010-05-06T21:56:02Z,MIT,MIT,Y,Y,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,NO,NO,NO,NON_SEED_METADATA,YES
pinot,Apache Pinot,19961085,19961085,UNCHANGED,apache/pinot,2014-05-19T23:27:48Z,Apache v2.0,Apache v2.0,Y,Y,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,YES,YES,YES,SEED,YES
pinusdb,PinusDB,205350261,205350261,UNCHANGED,pinusdb/pinusdb,2019-08-30T09:29:02Z,GPL v3,GPL v3,Y,Y,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,NO,NO,NO,NON_SEED_METADATA,YES
pipelinedb,PipelineDB,14702444,14702444,UNCHANGED,pipelinedb/pipelinedb,2013-11-26T00:11:48Z,"BSD,GPL v3","BSD,GPL v3",Y,Y,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,NO,NO,NO,NON_SEED_METADATA,YES
pocketbase,PocketBase,510607652,510607652,UNCHANGED,pocketbase/pocketbase,2022-07-05T06:06:21Z,MIT,MIT,Y,Y,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,YES,YES,YES,SEED,YES
pocketsql,pocketSQL,,-,BLANK_TO_PLACEHOLDER,-,-,GPL v2,GPL v2,Y,Y,NOT_APPLICABLE,REPRESENTATION_ONLY,Blank-to-'-' conversion is not an admitted numeric identity; exact conversion event is not recorded.,NO,NO,NO,NON_SEED_METADATA,YES
pogreb,Pogreb,116522453,116522453,UNCHANGED,akrylysov/pogreb,2018-01-06T23:16:36Z,Apache v2,Apache v2,Y,Y,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,YES,YES,YES,SEED,YES
polypheny,Polypheny,166387176,166387176,UNCHANGED,polypheny/Polypheny-DB,2019-01-18T10:24:15Z,Apache v2,Apache v2,Y,Y,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,YES,YES,YES,SEED,YES
postgis,PostGIS,4407129,4407129,UNCHANGED,postgis/postgis,2012-05-22T13:31:25Z,GPL v2.0,GPL v2.0,Y,Y,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,YES,YES,YES,SEED,YES
postgres-xl,Postgres-XL,41443810,41443810,UNCHANGED,Postgres-XL/Postgres-XL,,Mozilla public license,Mozilla public license,Y,Y,202411,NO_DIFFERENCE,No compared common-field difference.,NO,NO,NO,NON_SEED_METADATA,NO
postgresql,PostgreSQL,927442,927442,UNCHANGED,postgres/postgres,2010-09-21T11:35:45Z,PostgreSQL License#dbdbio>|<dbengines#BSD,PostgreSQL License#dbdbio>|<dbengines#BSD,Y,Y,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,YES,YES,YES,SEED,YES
pouchdb,PouchDB,714074,714074,UNCHANGED,pouchdb/pouchdb,2010-06-10T18:34:24Z,Apache v2,Apache v2,Y,Y,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,YES,YES,YES,SEED,YES
pranadb,PranaDB,372181547,372181547,UNCHANGED,cashapp/pranadb,2021-05-30T10:11:45Z,,Apache License 2.0,Y,Y,202411,UNRESOLVED_PROVENANCE,License_info changed while open_source_license stayed unchanged; no per-row source or execution record was found.,NO,NO,NO,NON_SEED_METADATA,YES
predator,Predator,,-,BLANK_TO_PLACEHOLDER,-,-,GPL v2,GPL v2,Y,Y,NOT_APPLICABLE,REPRESENTATION_ONLY,Blank-to-'-' conversion is not an admitted numeric identity; exact conversion event is not recorded.,NO,NO,NO,NON_SEED_METADATA,YES
prestodb,Presto,5349565,5349565,UNCHANGED,prestodb/presto,2012-08-09T01:03:37Z,Apache v2.0,Apache v2.0,Y,Y,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,YES,YES,YES,SEED,YES
profanedb,ProfaneDB,90349373,90349373,UNCHANGED,profanedb/ProfaneDB,2017-05-05T07:29:38Z,GPL v3,GPL v3,Y,Y,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,NO,NO,NO,NON_SEED_METADATA,YES
prometheus,Prometheus,6838921,6838921,UNCHANGED,prometheus/prometheus,2012-11-24T11:14:12Z,Apache v2.0,Apache v2.0,Y,Y,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,YES,YES,YES,SEED,YES
proton,Proton,678214856,678214856,UNCHANGED,timeplus-io/proton,2023-08-14T03:11:43Z,Apache v2,Apache v2,Y,Y,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,YES,YES,YES,SEED,YES
puffindb,PuffinDB,591304097,591304097,UNCHANGED,sutoiku/puffin,2023-01-20T12:36:48Z,Proprietary,Proprietary,Y,Y,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,NO,NO,NO,NON_SEED_METADATA,YES
pumpkindb,PumpkinDB,80648455,80648455,UNCHANGED,PumpkinDB/PumpkinDB,2017-02-01T18:09:04Z,Mozilla Public License,Mozilla Public License,Y,Y,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,NO,NO,NO,NON_SEED_METADATA,YES
pupdb,PupDB,223895357,223895357,UNCHANGED,tuxmonk/pupdb,2019-11-25T08:13:16Z,MIT,MIT,Y,Y,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,NO,NO,NO,NON_SEED_METADATA,YES
pysondb,PysonDB,416174776,416174776,UNCHANGED,pysonDB/pysonDB-v2,2021-10-12T03:53:50Z,MIT,MIT,Y,Y,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,YES,YES,YES,SEED,YES
qdrant,Qdrant,268163609,268163609,UNCHANGED,qdrant/qdrant,2020-05-30T21:37:01Z,Apache Version 2.0,Apache Version 2.0,Y,Y,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,YES,YES,YES,SEED,YES
qikkdb,qikkDB,275838748,275838748,UNCHANGED,qikkDB/qikkdb,2020-06-29T14:27:06Z,Apache v2,Apache v2,Y,Y,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,NO,NO,NO,NON_SEED_METADATA,YES
ql,ql,14090388,14090388,UNCHANGED,cznic/ql,2013-11-03T18:13:12Z,BSD,BSD,Y,Y,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,NO,NO,NO,NON_SEED_METADATA,YES
qserv,Qserv,23013460,23013460,UNCHANGED,lsst/qserv,2014-08-16T07:50:36Z,,GNU General Public License v3.0,Y,Y,202411,UNRESOLVED_PROVENANCE,License_info changed while open_source_license stayed unchanged; no per-row source or execution record was found.,YES,YES,YES,SEED,YES
quadrable,Quadrable,274184952,274184952,UNCHANGED,hoytech/quadrable,2020-06-22T16:10:07Z,BSD,BSD,Y,Y,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,NO,NO,NO,NON_SEED_METADATA,YES
questdb,QuestDB,19257422,19257422,UNCHANGED,questdb/questdb,2014-04-28T23:29:15Z,Apache v2.0,Apache v2.0,Y,Y,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,YES,YES,YES,SEED,YES
quickstep,Quickstep,56214719,56214719,UNCHANGED,apache/incubator-retired-quickstep,2016-04-14T07:00:07Z,Apache v2,Apache v2,Y,Y,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,NO,NO,NO,NON_SEED_METADATA,YES
quickwit,Quickwit,357707809,357707809,UNCHANGED,quickwit-oss/quickwit,2021-04-13T22:45:40Z,AGPL v3,AGPL v3,Y,Y,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,YES,YES,YES,SEED,YES
quinedb,QuineDB,67936193,67936193,UNCHANGED,gfredericks/quinedb,2016-09-11T15:02:41Z,Eclipse Public License,Eclipse Public License,Y,Y,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,NO,NO,NO,NON_SEED_METADATA,YES
quokka,Quokka,429630067,429630067,UNCHANGED,marsupialtail/quokka,2021-11-19T01:17:06Z,Apache v2,Apache v2,Y,Y,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,YES,YES,YES,SEED,YES
radondb,RadonDB,117920609,117920609,UNCHANGED,radondb/radon,2018-01-18T02:28:32Z,GPL v3,GPL v3,Y,Y,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,NO,NO,NO,NON_SEED_METADATA,YES
ragedb,RageDB,383927661,383927661,UNCHANGED,ragedb/ragedb,2021-07-07T21:23:25Z,Apache v2,Apache v2,Y,Y,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,NO,NO,NO,NON_SEED_METADATA,YES
ramsql,RamSQL,26774602,26774602,UNCHANGED,proullon/ramsql,2014-11-17T20:00:45Z,BSD,BSD,Y,Y,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,YES,YES,YES,SEED,YES
raptordb,RaptorDB,26573806,26573806,UNCHANGED,mgholam/RaptorDB-Document,2014-11-13T06:19:35Z,Code Project Open License#dbdbio>|<dbengines#Apache Version 2,Code Project Open License#dbdbio>|<dbengines#Apache Version 2,Y,Y,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,NO,NO,NO,NON_SEED_METADATA,YES
rasdaman,Rasdaman,489656726,489656726,UNCHANGED,onefanwu/RasDaMan-v10.0,2022-05-07T11:38:19Z,GPL v3#dbdbio>|<dbengines#extended commercial license available,GPL v3#dbdbio>|<dbengines#extended commercial license available,Y,Y,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,NO,NO,NO,NON_SEED_METADATA,YES
ravendb,RavenDB,542714,542714,UNCHANGED,ravendb/ravendb,2010-03-02T11:05:30Z,AGPL v3; commercial license available,AGPL v3; commercial license available,Y,Y,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,YES,YES,YES,SEED,YES
rdf4j,RDF4J,49670957,49670957,UNCHANGED,eclipse/rdf4j,2016-01-14T19:47:32Z,"Eclipse Distribution License (EDL), v1.0.","Eclipse Distribution License (EDL), v1.0.",Y,Y,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,YES,YES,YES,SEED,YES
realm,Realm,1917262,1917262,UNCHANGED,realm/realm-core,2011-06-18T21:18:46Z,Apache v2,Apache v2,Y,Y,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,YES,YES,YES,SEED,YES
redb,redb,150013328,150013328,UNCHANGED,cberner/redb,2018-09-23T18:30:14Z,Apache v2,Apache v2,Y,Y,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,YES,YES,YES,SEED,YES
redcon,Redcon,64404140,64404140,UNCHANGED,tidwall/redcon,2016-07-28T14:52:34Z,MIT,MIT,Y,Y,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,YES,YES,YES,SEED,YES
redict,Redict,,-,BLANK_TO_PLACEHOLDER,-,-,LGPL v3,LGPL v3,Y,Y,NOT_APPLICABLE,REPRESENTATION_ONLY,Blank-to-'-' conversion is not an admitted numeric identity; exact conversion event is not recorded.,NO,NO,NO,NON_SEED_METADATA,YES
redis,Redis,156018,156018,UNCHANGED,redis/redis,2009-03-21T22:32:25Z,"BSD#dbdbio>|<dbengines#source-available extensions (modules), commercial licenses for Redis Enterprise","BSD#dbdbio>|<dbengines#source-available extensions (modules), commercial licenses for Redis Enterprise",Y,Y,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,YES,YES,YES,SEED,YES
